YEAR,행정동코드,AREA,MAP_LEVEL,행정명,시군구,행정동,시군구명,동명
2019,1125059,2.51,4,서울특별시,강동구,암사동,강동구,암사동
2019,1125061,0.71,4,서울특별시,강동구,천호동,강동구,천호동
2019,1125073,1.57,4,서울특별시,강동구,천호동,강동구,천호동
2019,1125063,0.79,4,서울특별시,강동구,천호동,강동구,천호동
2019,1125065,0.58,4,서울특별시,강동구,성내동,강동구,성내동
2019,1125066,0.67,4,서울특별시,강동구,성내동,강동구,성내동
2019,1125067,0.71,4,서울특별시,강동구,성내동,강동구,성내동
2019,1125074,2.17,4,서울특별시,강동구,길동,강동구,길동
2019,1125070,0.92,4,서울특별시,강동구,둔촌동,강동구,둔촌동
2019,1125071,0.98,4,서울특별시,강동구,둔촌동,강동구,둔촌동
