place,type,address,시군구명,동명
자양1차우성아파트(106동),주택단지,"서울특별시 광진구 뚝섬로41길 20  (자양동, 우성1차아파트)",광진구,자양동
자양1차우성아파트(101동),주택단지,"서울특별시 광진구 뚝섬로 569  (자양동, 우성1차아파트)",광진구,자양동
상록타워아파트 놀이터,주택단지,서울특별시 광진구 아차산로 540 (광장동),광진구,광장동
구의현진에버빌아파트 놀이터,주택단지,서울특별시 광진구 광나루로46길 21 (구의동),광진구,구의동
더샵스타시티아파트 D동 요정의성,주택단지,"서울특별시 광진구 아차산로 262  (자양동, 더샵스타시티)",광진구,자양동
더샵스타시티아파트 C동 아스테로프,주택단지,"서울특별시 광진구 아차산로 262  (자양동, 더샵스타시티)",광진구,자양동
더샵스타시티아파트 A동앞 조합놀이대,주택단지,"서울특별시 광진구 아차산로 262  (자양동, 더샵스타시티)",광진구,자양동
더샵스타시티아파트 A동 유아놀이방,주택단지,"서울특별시 광진구 아차산로 262  (자양동, 더샵스타시티)",광진구,자양동
한화꿈에그린아파트 놀이터,주택단지,서울특별시 광진구 뚝섬로24길 74 (자양동),광진구,자양동
자양우성2차아파트 놀이터,주택단지,서울특별시 광진구 뚝섬로 576 (자양동),광진구,자양동
일성파크아파트 10동뒤 놀이터,주택단지,서울특별시 광진구 군자로12길 46 (군자동),광진구,군자동
구의동세양아파트 놀이터,주택단지,서울특별시 광진구 구의강변로 84 (구의동),광진구,구의동
새한아파트 놀이터,주택단지,서울특별시 광진구 자양로26길 71 (구의동),광진구,구의동
자양한양아파트 3~7동 놀이터,주택단지,서울특별시 광진구 구의강변로 11 (자양동),광진구,자양동
자양한양아파트 1~2동 놀이터,주택단지,서울특별시 광진구 구의강변로 11 (자양동),광진구,자양동
구의현대2단지아파트 제5놀이터(213동옆),주택단지,"서울특별시 광진구 광나루로56길 32  (구의동, 구의현대2단지아파트)",광진구,구의동
구의현대2단지아파트 제4놀이터(211동옆),주택단지,"서울특별시 광진구 광나루로56길 32  (구의동, 구의현대2단지아파트)",광진구,구의동
구의현대2단지아파트 제3놀이터(208동옆),주택단지,"서울특별시 광진구 광나루로56길 32  (구의동, 구의현대2단지아파트)",광진구,구의동
구의현대2단지아파트 제2놀이터(202동옆),주택단지,"서울특별시 광진구 광나루로56길 32  (구의동, 구의현대2단지아파트)",광진구,구의동
구의현대2단지아파트 제1놀이터(201동옆),주택단지,"서울특별시 광진구 광나루로56길 32  (구의동, 구의현대2단지아파트)",광진구,구의동
광장삼성2차아파트 놀이터,주택단지,"서울특별시 광진구 아차산로 544  (광장동, 삼성아파트)",광진구,광장동
광장현대9단지아파트904동어린이놀이터,주택단지,"서울특별시 광진구 아차산로69길 19  (광장동, 현대아파트)",광진구,광장동
광장현대9단지아파트903동어린이놀이터,주택단지,"서울특별시 광진구 아차산로69길 19  (광장동, 현대아파트)",광진구,광장동
이튼타워리버3차아파트 놀이터,주상복합,서울 광진구 자양동855,광진구,자양동
자양우성6차아파트 놀이터,주택단지,서울특별시 광진구 뚝섬로33길 42 (자양동),광진구,자양동
한솔리베르아파트 후면놀이터,주택단지,서울특별시 광진구 뚝섬로56가길 28 (자양동),광진구,자양동
한솔리베르아파트 전면놀이터,주택단지,서울특별시 광진구 뚝섬로56가길 28 (자양동),광진구,자양동
신동아파밀리에아파트 104동 옆 놀이터,주택단지,서울특별시 광진구 아차산로 599 (광장동),광진구,광장동
자양한라아파트놀이터,주택단지,"서울특별시 광진구 뚝섬로35길 10  (자양동, 한라아파트)",광진구,자양동
세림리오빌아파트 놀이터,주택단지,서울특별시 광진구 아차산로 451 (구의동),광진구,구의동
양남초 놀이시설,학교,서울특별시 광진구 뚝섬로64길 71 (자양동),광진구,자양동
경남아너스빌아파트 놀이터,주택단지,"서울특별시 광진구 자양로3길 55  (자양동, 경남아너스빌)",광진구,자양동
강변우성아파트 관리동 옆 놀이터,주택단지,서울특별시 광진구 구의강변로 42 (구의동),광진구,구의동
구의현대7단지아파트 703동 앞 놀이터,주택단지,"서울특별시 광진구 구의강변로3가길 39  (구의동, 구의7단지조합현대아파트)",광진구,구의동
광장현대3단지아파트 놀이터,주택단지,"서울특별시 광진구 아차산로70길 62  (광장동, 광장현대3단지아파트)",광진구,광장동
구의현대프라임아파트 11동옆 놀이터,주택단지,"서울특별시 광진구 광나루로56길 29  (구의동, 현대프라임아파트)",광진구,구의동
광장삼성1차아파트 놀이터,주택단지,"서울특별시 광진구 아차산로70길 17-21  (광장동, 삼성아파트)",광진구,광장동
광장극동1차아파트 놀이터,주택단지,서울특별시 광진구 아차산로 552 (광장동),광진구,광장동
자양동삼성아파트 103동 놀이터,주택단지,"서울특별시 광진구 뚝섬로40길 45  (자양동, 삼성아파트)",광진구,자양동
현대강변아파트 놀이터,주택단지,서울특별시 광진구 자양로3가길 43 (자양동),광진구,자양동
벽천 어린이 놀이터,도시공원,서울특별시 광진구 강변북로 68 (자양동),광진구,자양동
햇님어린이공원,도시공원,서울특별시 광진구 아차산로25길 27 (화양동),광진구,화양동
구의현대6단지아파트 603동 옆 놀이터,주택단지,서울특별시 광진구 구의강변로 94 (구의동，현대6차아파트),광진구,구의동
광진학교 놀이시설2,학교,서울특별시 광진구 강변역로 18 (구의동),광진구,구의동
자양동삼성아파트 102동 놀이터,주택단지,서울특별시 광진구 자양번영로3길 65 (자양동，삼성아파트),광진구,자양동
구의현대프라임아파트 7동 옆 놀이터,주택단지,서울특별시 광진구 광나루로56길 29 (구의동，현대프라임아파트),광진구,구의동
선경유 놀이시설,유치원,서울특별시 광진구 뚝섬로66길 14 (자양동),광진구,자양동
광장청구아파트 놀이터,주택단지,서울특별시 광진구 아차산로 503-23 (광장동，청구아파트),광진구,광장동
로얄동아아파트 관리동 뒷편 놀이터,주택단지,서울특별시 광진구 뚝섬로52마길 56 (자양동，로얄동아아파트),광진구,자양동
자양현대6차아파트 놀이터,주택단지,서울특별시 광진구 자양번영로3길 66 (자양동),광진구,자양동
양진초병유 놀이시설,유치원,"서울특별시 광진구 워커힐로 32(광장동, 양진초중학교)",광진구,광장동
광진초 놀이시설,학교,서울특별시 광진구 자양로40길 41 (구의동),광진구,구의동
한강우성아파트 101동 앞 놀이터,주택단지,서울특별시 광진구 능동로1길 15 (자양동，한강우성아파트),광진구,자양동
아차산한라녹턴아파트 101동 앞 놀이터,주택단지,서울특별시 광진구 영화사로16길 43 (구의동),광진구,구의동
광덕아파트 놀이터,주택단지,서울특별시 광진구 동일로76가길 17 (중곡동),광진구,중곡동
광장현대힐스테이트 1403동옆 놀이터,주택단지,서울특별시 광진구 아차산로 537-17 (광장동，광장힐스테이트),광진구,광장동
광장현대힐스테이트 중앙광장 놀이터,주택단지,서울특별시 광진구 아차산로 537-17 (광장동，광장힐스테이트),광진구,광장동
광장현대8단지아파트 803동 놀이터,주택단지,서울특별시 광진구 아차산로 522 (광장동，현대아파트),광진구,광장동
현정유 놀이시설,유치원,서울특별시 광진구 광나루로 534-1 (구의동),광진구,구의동
자양대동아파트 놀이터,주택단지,서울특별시 광진구 뚝섬로31길 20 (자양동，자양동대동아파트),광진구,자양동
중곡동 성원아파트 놀이터,주택단지,서울특별시 광진구 동일로 459 (중곡동),광진구,중곡동
광장현대파크빌아파트 1010동앞 놀이터,주택단지,서울특별시 광진구 아차산로 549 (광장동),광진구,광장동
광장현대12차아파트 놀이터,주택단지,서울특별시 광진구 천호대로 808 (광장동),광진구,광장동
광장현대5단지아파트 506동옆 북측 놀이터,주택단지,서울특별시 광진구 아차산로70길 61 (광장동，광장현대아파트),광진구,광장동
광장현대5단지아파트 506동옆 남측 놀이터,주택단지,서울특별시 광진구 아차산로70길 61 (광장동，광장현대아파트),광진구,광장동
광장금호베스트빌아파트 놀이터,주택단지,"서울특별시 광진구 광나루로 579, 금호아파트 (광장동)",광진구,광장동
강변아이파크아파트 놀이터,주택단지,서울특별시 광진구 뚝섬로36길 75 (자양동),광진구,자양동
긴고랑어린이공원,도시공원,서울 광진구 중곡동68-19 외,광진구,중곡동
배나무터어린이공원,도시공원,서울특별시 광진구 동일로76나길 20 (중곡동),광진구,중곡동
화양어린이공원,도시공원,서울특별시 광진구 아차산로31길 14 (화양동),광진구,화양동
정말어린이공원,도시공원,서울특별시 광진구 자양로13다길 34 (자양동),광진구,자양동
장미어린이공원,도시공원,서울특별시 광진구 구의강변로3길 39 (구의동),광진구,구의동
약초원어린이공원,도시공원,서울 광진구 자양동74-21,광진구,자양동
온달어린이공원,도시공원,서울특별시 광진구 아차산로73길 15 (광장동),광진구,광장동
동자어린이공원,도시공원,서울특별시 광진구 자양번영로3길 16 (자양동),광진구,자양동
한마음어린이공원,도시공원,서울 광진구 중곡동51-6,광진구,중곡동
성화어린이공원,도시공원,서울 광진구 자양동199-4,광진구,자양동
무궁화어린이공원,도시공원,서울특별시 광진구 광나루로52길 12 (구의동),광진구,구의동
개나리어린이공원,도시공원,서울 광진구 구의동216-5,광진구,구의동
구립구의2동 어린이집,어린이집,서울특별시 광진구 자양로44길 91 (구의동),광진구,구의동
자양동 한강극동아파트 놀이터,주택단지,서울특별시 광진구 능동로3길 53 (자양동，한강극동아파트),광진구,자양동
구의아크로리버 놀이터,주상복합,서울 광진구 구의동589-10,광진구,구의동
금강KCC아파트 놀이터(102동옆),주택단지,서울특별시 광진구 아차산로36길 13 (자양동，금강KCC아파트),광진구,자양동
광장극동2차아파트 놀이터,주택단지,서울특별시 광진구 아차산로 552 (광장동),광진구,광장동
자양우성7차아파트 놀이터,주택단지,서울특별시 광진구 아차산로36길 39 (자양동，자양7차우성아파트),광진구,자양동
자양현대5차아파트 놀이터,주택단지,"서울특별시 광진구 뚝섬로54길 74, 현대5차아파트 (자양동)",광진구,자양동
광나루현대아파트 103동 놀이터,주택단지,서울특별시 광진구 아차산로76길 31 (광장동，광나루현대아파트),광진구,광장동
한강현대아파트 놀이터,주택단지,"서울특별시 광진구 능동로 19 (자양동, 한강현대아파트)한강현대아파트놀이터",광진구,자양동
화양동현대아파트 놀이터,주택단지,서울특별시 광진구 아차산로21길 47 (화양동),광진구,화양동
광장현대8단지아파트 801~2동 놀이터,주택단지,"서울특별시 광진구 아차산로 522 (광장동, 현대아파트)광장현대8단지",광진구,광장동
선양유 놀이시설,유치원,서울특별시 광진구 동일로 256 (군자동),광진구,군자동
광장유 놀이시설,유치원,서울특별시 광진구 광장로7길 17 (광장동),광진구,광장동
상명 어린이집,어린이집,서울특별시 광진구 동일로80길 30 (중곡동),광진구,중곡동
광진구청직장 어린이집,어린이집,"서울특별시 광진구 자양로 117, 광진구청 (자양동)",광진구,자양동
구립자양2동 어린이집,어린이집,서울특별시 광진구 자양로3가길 26 (자양동)자양2동 어린이집,광진구,자양동
아이조아유 놀이시설,유치원,서울특별시 광진구 긴고랑로7길 65 (중곡동),광진구,중곡동
프라임유 놀이시설,유치원,서울특별시 광진구 광나루로56길 5 (구의동),광진구,구의동
성자초 놀이시설,학교,서울특별시 광진구 뚝섬로56길 7 (자양동),광진구,자양동
화양초 놀이시설,학교,"서울특별시 광진구 군자로 9, 서울 화양초등학교 (화양동)",광진구,화양동
세종초 놀이시설,학교,서울특별시 광진구 군자로 114 (군자동),광진구,군자동
양진초 놀이시설,학교,"서울특별시 광진구 워커힐로 32(광장동, 양진초중학교)",광진구,광장동
성동초 놀이시설,학교,서울특별시 광진구 자양로4길 63 (자양동),광진구,자양동
장안초 놀이시설,학교,서울특별시 광진구 군자로 74 (군자동),광진구,군자동
효지어린이집 놀이터,어린이집,서울특별시 광진구 아차산로36길 55 (자양동),광진구,자양동
예아랑 어린이집,어린이집,서울특별시 광진구 동일로 456 (중곡동),광진구,중곡동
중광초 놀이시설,학교,서울특별시 광진구 긴고랑로13길 59 (중곡동),광진구,중곡동
한아름어린이공원,도시공원,서울특별시 광진구 군자로3길 15 (화양동),광진구,화양동
노유산어린이공원,도시공원,서울특별시 광진구 아차산로32길 17 (자양동),광진구,자양동
능동소공원,도시공원,서울 광진구 능동 242-26,광진구,능동
광장초 놀이시설,학교,서울특별시 광진구 광장로1길 27 (광장동),광진구,광장동
남일어린이공원,도시공원,서울 광진구 군자동 159-1,광진구,군자동
자양어린이공원,도시공원,서울 광진구 자양3동 792-1,광진구,자양동
구의현대6단지아파트 603동 뒤 놀이터,주택단지,서울특별시 광진구 구의강변로 94 (구의동，현대6차아파트),광진구,구의동
자양우성5차아파트 놀이터,주택단지,서울특별시 광진구 뚝섬로 553 (자양동，자양우성5차아파트),광진구,자양동
한울어린이집 놀이터,어린이집,서울특별시 광진구 천호대로117길 51 (중곡동),광진구,중곡동
이튼타워리버5차 아파트 놀이터,주택단지,서울특별시 광진구 능동로4길 40 (자양동，이튼타워리버5차),광진구,자양동
구의아리수정수센터 놀이터,도시공원,서울특별시 광진구 워커힐로 13 (광장동),광진구,광장동
자양하나유 놀이시설,유치원,서울특별시 광진구 아차산로41길 22-5 (자양동),광진구,자양동
구남초 놀이시설,학교,서울특별시 광진구 구의강변로 69 (구의동),광진구,구의동
강가 햇살 놀이터,도시공원,서울특별시 광진구 강변북로 139 (자양동),광진구,자양동
용곡초 놀이시설,학교,서울특별시 광진구 용마산로22길 82 (중곡동),광진구,중곡동
구의현대프라임아파트 2동 앞 놀이터,주택단지,서울특별시 광진구 광나루로56길 29 (구의동，현대프라임아파트),광진구,구의동
광나루현대아파트 101동 놀이터,주택단지,서울특별시 광진구 아차산로76길 31 (광장동，광나루현대아파트),광진구,광장동
자양현대2차아파트 놀이터,주택단지,서울특별시 광진구 뚝섬로34길 9 (자양동，자양2차현대아파트),광진구,자양동
자마장어린이공원,도시공원,서울특별시 광진구 자양로13길 41 (자양동),광진구,자양동
푸른동산어린이공원,도시공원,서울 광진구 구의동 277-13,광진구,구의동
광진학교 놀이시설1,학교,서울특별시 광진구 강변역로 18 (구의동),광진구,구의동
감자탕전문점오감 놀이터,식품접객업소,서울특별시 광진구 광나루로 600 (구의동),광진구,구의동
자양현대3차아파트 301동 놀이터,주택단지,서울특별시 광진구 뚝섬로56가길 13 (자양동),광진구,자양동
자양현대3차아파트 302동 놀이터,주택단지,서울특별시 광진구 뚝섬로56가길 13 (자양동),광진구,자양동
장독골어린이공원,도시공원,서울특별시 광진구 아차산로40길 46 (자양동),광진구,자양동
동의초 놀이시설,학교,서울 광진구 구의2동 영화사로 111,광진구,구의동
자양현대아파트 놀이터,주택단지,서울특별시 광진구 뚝섬로56길 72 (자양동),광진구,자양동
구둘어린이공원,도시공원,서울특별시 광진구 자양로42길 44 (구의동),광진구,구의동
목련어린이공원,도시공원,서울특별시 광진구 아차산로59길 49 (구의동),광진구,구의동
가중나무어린이공원,도시공원,서울특별시 광진구 동일로28길 16 (화양동),광진구,화양동
중곡어린이공원,도시공원,서울특별시 광진구 긴고랑로5길 10 (중곡동),광진구,중곡동
언덕배기어린이공원,도시공원,서울특별시 광진구 뚝섬로62길 24 (자양동),광진구,자양동
자양우성3차아파트 놀이터,주택단지,서울특별시 광진구 뚝섬로35길 32 (자양동),광진구,자양동
워커힐아파트 33동과 13동 사이 놀이터,주택단지,서울특별시 광진구 아차산로 637 (광장동，워커힐아파트),광진구,광장동
구의현대프라임아파트 4동 앞 놀이터,주택단지,서울특별시 광진구 광나루로56길 29 (구의동，현대프라임아파트),광진구,구의동
광남초 놀이시설,학교,서울특별시 광진구 아차산로70길 35 (광장동),광진구,광장동
경복초 놀이시설,학교,서울특별시 광진구 천호대로130길 58 (능동),광진구,능동
해오름어린이공원,도시공원,서울특별시 광진구 영화사로7길 25 (중곡동),광진구,중곡동
평강어린이공원,도시공원,서울특별시 광진구 광장로1가길 31 (광장동),광진구,광장동
신양초 놀이시설,학교,서울특별시 광진구 능동로 42 (자양동),광진구,자양동
자양8차 현대홈타운아파트 놀이터,주택단지,서울특별시 광진구 뚝섬로36길 19 (자양동，자양8차현대홈타운),광진구,자양동
중곡동 SK아파트 놀이터,주택단지,서울특별시 광진구 용마산로 174 (중곡동),광진구,중곡동
광장자이아파트 101 동 앞 놀이터,주택단지,서울특별시 광진구 광나루로 595 (광장동),광진구,광장동
중곡3동1마을마당,도시공원,서울특별시 광진구 답십리로88길 21 (중곡동),광진구,중곡동
대일어린이집 놀이터,어린이집,서울특별시 광진구 광나루로 527 (구의동),광진구,구의동
산마루어린이공원,도시공원,서울 광진구 구의동 552-19,광진구,구의동
자양7차 현대홈타운아파트 704동 놀이터,주택단지,서울특별시 광진구 능동로4길 41 (자양동),광진구,자양동
자양초병유 놀이시설2,학교,서울특별시 광진구 아차산로44길 26 (자양동)서울시 광진구 아차산로 44길 26,광진구,자양동
자양7차 현대홈타운아파트 701동 놀이터,주택단지,서울특별시 광진구 능동로4길 41 (자양동),광진구,자양동
광진어린이집 놀이터(조합놀이대만검사),어린이집,서울특별시 광진구 아차산로40길 9 (자양동),광진구,자양동
광진두산위브파크 3층 놀이터,주상복합,서울 광진구 군자동 361-1 광진두산위브파크,광진구,군자동
군자어린이집 놀이터,어린이집,서울특별시 광진구 동일로56가길 31 (군자동),광진구,군자동
군자어린이공원,도시공원,서울특별시 광진구 동일로52길 27 (군자동),광진구,군자동
양남초병유 놀이시설,유치원,서울특별시 광진구 뚝섬로64길 71 (자양동),광진구,자양동
명성어린이공원,도시공원,서울 광진구 구의동 249-25 외,광진구,구의동
금모래어린이공원,도시공원,서울특별시 광진구 뚝섬로56길 28 (자양동),광진구,자양동
광남유 놀이시설,유치원,서울특별시 광진구 아차산로70길 40 (광장동),광진구,광장동
자양동 우방아파트 놀이터,주택단지,서울특별시 광진구 능동로4길 78 (자양동),광진구,자양동
아차산휴먼시아아파트 놀이터,주택단지,서울특별시 광진구 천호대로 716 (구의동),광진구,구의동
사랑의어린이집 놀이터,어린이집,서울특별시 광진구 아차산로66길 8 (광장동),광진구,광장동
중마초 놀이시설,학교,"서울특별시 광진구 동일로72길 43(중곡동, 서울중마초등학교)",광진구,중곡동
자양 어린이집,어린이집,서울특별시 광진구 자양번영로 35 (자양동),광진구,자양동
용마초 놀이시설,학교,서울특별시 광진구 천호대로113길 10 (중곡동),광진구,중곡동
자양9차현대홈타운아파트 놀이터,주택단지,서울특별시 광진구 뚝섬로34길 32 (자양동),광진구,자양동
자양경남아파트 놀이터,주택단지,"서울특별시 광진구 뚝섬로52길 71  (자양동, 경남아파트)",광진구,자양동
광장11차현대홈타운아파트 1단지앞 놀이터,주택단지,서울특별시 광진구 아차산로69길 29 (광장동),광진구,광장동
양마장어린이공원,도시공원,서울시 광진구 자양동 689-6,광진구,자양동
광진하우스토리 101동앞 놀이터,주택단지,서울특별시 광진구 구의강변로1길 44 (자양동),광진구,자양동
숲속놀이터,도시공원,서울특별시 구로구 항동148번지,구로구,항동
서울 오정초등학교내 본관앞 어린이놀이터2,학교,서울특별시 구로구 경인로2길 10 (오류동)오정초등학교,구로구,오류동
서울 오정초등학교내 체육관앞 어린이놀이터1,학교,서울특별시 구로구 경인로2길 10 (오류동)오정초등학교,구로구,오류동
이키즈랜드,놀이제공영업소,서울특별시 구로구 구로중앙로 152 (구로동)NC백화점 7층,구로구,구로동
개봉지구 기업형 임대주택 101동과 105동 사이(어린이놀이터1),주택단지,서울특별시 구로구 개봉동222,구로구,개봉동
개봉지구 기업형 임대주택 107동 피로티,주택단지,서울특별시 구로구 개봉동222,구로구,개봉동
개봉지구 기업형 임대주택 105동 피로티,주택단지,서울특별시 구로구 개봉동222,구로구,개봉동
개봉지구 기업형 임대주택 104동 피로티,주택단지,서울특별시 구로구 개봉동222,구로구,개봉동
"개봉지구 기업형 임대주택 113동,114동 앞(유아놀이터)",주택단지,서울특별시 구로구 개봉동222,구로구,개봉동
개봉지구 기업형 임대주택 113동 옥상(옥상놀이터),주택단지,서울특별시 구로구 개봉동222,구로구,개봉동
개봉지구 기업형 임대주택 107동 앞(어린이놀이터3),주택단지,서울특별시 구로구 개봉동222,구로구,개봉동
"개봉지구 기업형 임대주택 104동,105동 앞(어린이놀이터2)",주택단지,서울특별시 구로구 개봉동222,구로구,개봉동
항동 푸른수목원 유아놀이터,도시공원,서울특별시 구로구 연동로 240 (항동),구로구,항동
고척교회,종교시설,서울특별시 구로구 중앙로 79 (고척동)고척교회,구로구,고척동
서울온수초등학교 어린이놀이시설 2,학교,서울특별시 구로구 부일로 893 (온수동)서울온수초등학교,구로구,온수동
서울매봉초등학교 어린이놀이시설,학교,서울특별시 구로구 고척로21길 55 (개봉동)서울매봉초등학교,구로구,개봉동
승윤노블리안 아파트,주택단지,"서울특별시 구로구 구일로2길 29 (구로동, 노블리안아파트)",구로구,구로동
서울항동지구 우남퍼스트빌아파트 603동 앞 놀이터,주택단지,서울특별시 구로구 항동216-1,구로구,항동
서울항동지구 우남퍼스트빌아파트 어린이집 앞 놀이터,주택단지,서울특별시 구로구 항동216-1,구로구,항동
항동제일풍경채포레스트 어린이놀이터 2,주택단지,서울특별시 구로구 항동(연동로7길 192) 항동제일풍경재포레스트,구로구,항동
항동제일풍경채포레스트 어린이놀이터 1,주택단지,서울특별시 구로구 항동(연동로7길 192) 항동제일풍경재포레스트,구로구,항동
서울항동중흥S클래스 물놀이장(105동 옆),주택단지,서울특별시 구로구 항동100-5,구로구,항동
구로항동 중흥S클래스아파트 어린이놀이터(102동 앞),주택단지,서울특별시 구로구 항동100-5번지,구로구,항동
구로항동 중흥S클래스아파트 유아놀이터(106동 앞),주택단지,서울특별시 구로구 항동100-5번지,구로구,항동
구로항동 중흥S클래스아파트,주택단지,서울특별시 구로구 항동100-5번지,구로구,항동
구립 늘사랑 어린이집,어린이집,서울특별시 구로구 구로중앙로40길 24 (신도림동)공공도서관,구로구,신도림동
항동수자인에듀힐즈 놀이터2(504동 앞),주택단지,서울특별시 구로구 항동154,구로구,항동
항동수자인에듀힐즈 유아놀이터,주택단지,"서울특별시 구로구 항동항동로42(항동, 한양수자인에듀힐즈)",구로구,항동
항동수자인에듀힐즈 어린이놀이터 1,주택단지,"서울특별시 구로구 항동항동로 42(항동, 한양수자인에듀힐즈)",구로구,항동
천왕근린공원,도시공원,서울특별시 구로구 천왕동242-1번지,구로구,천왕동
덕의근린공원 물놀이장,도시공원,서울특별시 구로구 고척동339-4,구로구,고척동
항동하버라인2단지 유아놀이터1(204동),주택단지,서울특별시 구로구 항동100-14,구로구,항동
항동하버라인2단지 어린이놀이터1(202동),주택단지,서울특별시 구로구 항동100-14,구로구,항동
항동하버라인2단지 어린이놀이터1(205동),주택단지,서울특별시 구로구 항동100-14,구로구,항동
항동하버라인4단지 401동 앞 어린이놀이터2,주택단지,서울특별시 구로구 항동79번지,구로구,항동
항동하버라인4단지 어린이집 앞 어린이놀이터1,주택단지,서울특별시 구로구 항동79번지,구로구,항동
항동하버라인4단지 401동 어린이집 옆 유아놀이터,어린이집,서울특별시 구로구 항동79번지,구로구,항동
항동하버라인11단지 아파트 1102동 옆 놀이시설,주택단지,서울특별시 구로구 항동176-2,구로구,항동
항동하버라인3단지 유아놀이터 (어린이집 앞),주택단지,"서울특별시 구로구 항동로 43 (항동, 하버라인 3단지)",구로구,항동
항동하버라인3단지 어린이놀이터3 (310동 앞),주택단지,"서울특별시 구로구 항동로 43 (항동, 하버라인 3단지)",구로구,항동
항동하버라인3단지 어린이놀이터2 (302동 앞),주택단지,"서울특별시 구로구 항동로 43 (항동, 하버라인 3단지)",구로구,항동
항동하버라인3단지 어린이놀이터1 (308동 뒤),주택단지,"서울특별시 구로구 항동로 43 (항동, 하버라인 3단지)",구로구,항동
하버라인 10단지 1002동앞 놀이기구,주택단지,서울특별시 구로구 항동79번지,구로구,항동
하버라인 9단지 902동앞 놀이기구,주택단지,서울특별시 구로구 항동79번지,구로구,항동
신도교회 실내놀이터,종교시설,서울특별시 구로구 중앙로14길 27 (고척동)신도교회,구로구,고척동
원조양평신내서울해장국 놀이시설,식품접객업소,서울특별시 구로구 목동남로 6 (고척동)현준프라자 2층,구로구,고척동
항동 공공주택지구 8단지 어린이놀이터2,주택단지,서울특별시 구로구 항동50-3  공공주택지구 내 8단지,구로구,항동
항동 공공주택지주 8단지 어린이놀이터1,주택단지,서울특별시 구로구 항동50-3 공공주택지구 내 8단지,구로구,항동
개봉유수지 유후공간 내 어린이놀이터,도시공원,서울특별시 구로구 개봉동195-7,구로구,개봉동
구로 수른 창의어린이 놀이터,도시공원,서울특별시 구로구 궁동279-6,구로구,궁동
텃골 어린이놀이터,도시공원,서울특별시 구로구 경인로15길 22 (오류동)(오류동 6-361),구로구,오류동
"천왕 이펜하우스 8단지 아파트 803동 어린이집옆 놀이시설(설치장소는 어린이집, 관리는 아파트 관리사무소)",주택단지,서울특별시 구로구 금오로 882 (천왕동),구로구,천왕동
천왕 이펜하우스 8단지 아파트 801동 앞 놀이시설,주택단지,서울특별시 구로구 금오로 882 (천왕동),구로구,천왕동
백호사랑 어린이집 옥상 옥외놀이터,어린이집,서울특별시 구로구 신도림로9길 20 (신도림동),구로구,신도림동
오류동 텃골공원,도시공원,서울특별시 구로구 고척로1길 30 (오류동),구로구,오류동
서울하늘숲유치원,유치원,서울특별시 구로구 오리로 1102-19 (천왕동),구로구,천왕동
오류문화센터(어린이놀이시설) 3층 실외놀이터,주택단지,서울특별시 구로구 경인로20가길 38 (오류동)오류문화센터,구로구,오류동
오류동 행복주택 102동 앞 놀이시설,주택단지,"서울특별시 구로구 경인로20가길 68 (오류동, 오류동행복주택)오류동행복주택",구로구,오류동
오류동 행복주택 공동육아나눔터 옆 놀이시설,주택단지,"서울특별시 구로구 경인로20가길 68 (오류동, 오류동행복주택)오류동행복주택",구로구,오류동
놀이터를 지키자-맘편한놀이터2호점,도시공원,서울특별시 구로구 디지털로27다길 65 (구로동),구로구,구로동
코레일 오류동 어린이집 놀이터,어린이집,서울 구로구 오류동64-8번지,구로구,오류동
금강아파트 앞 마을마당,도시공원,서울 구로구 오류동143-18,구로구,오류동
(주)아이월드 키즈고고,놀이제공영업소,서울 구로구 구로5동552-8번지 2층 구로 키즈고고,구로구,구로동
개봉유수지 내 놀이시설,도시공원,서울 구로구 개봉동195-7,구로구,개봉동
서울 구로구 천왕2지구 도시형 행복주택 놀이터,주택단지,서울특별시 구로구 오류로 36-13 (오류동),구로구,천왕동
구로구청 사랑채움 어린이집,어린이집,서울특별시 구로구 가마산로 245 (구로동),구로구,구로동
오류동 남부교회,종교시설,서울특별시 구로구 오리로10길 16 (오류동),구로구,오류동
서해그랑블 제2놀이시설,주택단지,"서울특별시 구로구 오리로13길 90-3 (오류동, 서해그랑블)",구로구,오류동
푸른숲어린이집,어린이집,서울 구로구 구로1동642-63,구로구,구로동
궁동생태공원 내 어린이놀이시설,도시공원,서울특별시 구로구 오리로22가길 71 (궁동),구로구,궁동
현대백화점 디큐브시티 애플키즈클럽,놀이제공영업소,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)4층 애플키즈클럽",구로구,신도림동
파티오 실내놀이터,식품접객업소,서울특별시 구로구 공원로 83 (구로동)초원가든 5층,구로구,구로동
생수교회 내 실내놀이터,종교시설,서울특별시 구로구 경인로 572 (구로동)스타팰리스 B101호,구로구,구로동
현대열린어린이집,어린이집,"서울특별시 구로구 개봉로20길 6 (개봉동, 현대아파트1단지)",구로구,개봉동
서울구로남초등학교 실내놀이시설,학교,서울특별시 구로구 디지털로27길 76 (구로동)서울구로남초등학교,구로구,구로동
삼성쉐르빌오피스텔놀이터,주상복합,서울특별시 구로구 신도림로19길 144 (신도림동),구로구,신도림동
천왕7단지아파트 701동 (어린이놀이터-1),주택단지,"서울특별시 구로구 천왕로 21 (천왕동, 천왕이펜하우스7단지)<신축현장>",구로구,천왕동
천왕7단지아파트 702동 (어린이놀이터-2),주택단지,"서울특별시 구로구 천왕로 21 (천왕동, 천왕이펜하우스7단지)<신축현장>",구로구,천왕동
