place,type,address,시군구명,동명
잠원현대아파트 놀이터,주택단지,"서울특별시 서초구 잠원로12길 4 (잠원동, 잠원현대아파트)",서초구,잠원동
잠원한신그린아파트 놀이터,주택단지,서울특별시 서초구 신반포로33길 71 (잠원동),서초구,잠원동
잠원현대훼미리아파트 놀이터,주택단지,서울특별시 서초구 신반포로 261 (잠원동),서초구,잠원동
신화아파트 놀이터,주택단지,서울특별시 서초구 잠원로14길 54 (잠원동),서초구,잠원동
잠원동아아파트 놀이터(3) (108동),주택단지,"서울특별시 서초구 신반포로33길 15 (잠원동, 동아아파트)",서초구,잠원동
잠원동아아파트 놀이터(2) (105동),주택단지,"서울특별시 서초구 신반포로33길 15 (잠원동, 동아아파트)",서초구,잠원동
잠원동아아파트 놀이터(1) (102동),주택단지,"서울특별시 서초구 신반포로33길 15 (잠원동, 동아아파트)",서초구,잠원동
롯데캐슬갤럭시1차아파트 놀이터,주택단지,"서울특별시 서초구 잠원로14길 3 (잠원동, 롯데캐슬갤럭시)",서초구,잠원동
롯데캐슬갤럭시2차아파트 놀이터,주택단지,서울특별시 서초구 잠원로14길 23 (잠원동),서초구,잠원동
삼호가든5차아파트 놀이터,주택단지,서울특별시 서초구 서초중앙로 242 (반포동),서초구,반포동
진흥아파트 놀이시설(1)-2동앞,주택단지,"서울특별시 서초구 서초대로 385 (서초동, 진흥아파트)",서초구,서초동
서초4차현대 놀이시설(4),주택단지,서울특별시 서초구 고무래로 94 (서초동),서초구,서초동
서초4차현대 놀이시설(3),주택단지,서울특별시 서초구 고무래로 94 (서초동),서초구,서초동
서초4차현대 놀이시설(2),주택단지,서울특별시 서초구 고무래로 94 (서초동),서초구,서초동
서초4차현대 놀이시설(1),주택단지,서울특별시 서초구 고무래로 94 (서초동),서초구,서초동
경남아너스빌 놀이시설,주택단지,서울특별시 서초구 반포대로10길 42 (서초동),서초구,서초동
브라운스톤잠원아파트 놀이터(2),주택단지,서울특별시 서초구 잠원로 46-38 (잠원동),서초구,잠원동
브라운스톤잠원아파트 놀이터(1),주택단지,서울특별시 서초구 잠원로 46-38 (잠원동),서초구,잠원동
더샵오데움 놀이시설,주택단지,서울특별시 서초구 효령로46길 21 (서초동),서초구,서초동
킴스빌리지아파트 놀이터,주택단지,"서울특별시 서초구 잠원로3길 6 (잠원동, 킴스빌리지)",서초구,잠원동
서초5차대림이편한세상 놀이시설,주택단지,서울특별시 서초구 명달로4길 30 (서초동),서초구,서초동
신반포2차아파트 놀이터(104동),주택단지,서울특별시 서초구 신반포로23길 41 (잠원동),서초구,잠원동
서초3차대림이편한세상 놀이시설,주택단지,서울특별시 서초구 남부순환로 2343-10 (서초동),서초구,서초동
신반포2차아파트 놀이터(108동),주택단지,서울특별시 서초구 신반포로23길 41 (잠원동),서초구,잠원동
서초지웰 놀이시설,주택단지,서울특별시 서초구 반포대로10길 35 (서초동),서초구,서초동
신반포2차아파트 놀이터(105동),주택단지,서울특별시 서초구 신반포로23길 41 (잠원동),서초구,잠원동
래미안서초5차 놀이시설,주택단지,"서울특별시 서초구 반포대로21길 67 (서초동, 래미안서초5차아파트)",서초구,서초동
서초두산위브2 놀이시설,주택단지,서울특별시 서초구 명달로 112 (서초동),서초구,서초동
서초현대홈타운 놀이시설,주택단지,서울특별시 서초구 반포대로23길 71 (서초동),서초구,서초동
서초한신플러스타운A동어린이놀이터,주택단지,"서울특별시 서초구 남부순환로323길 38-16 (서초동, 서초동한신아파트)",서초구,서초동
서초한신플러스타운 102동 놀이터,주택단지,"서울특별시 서초구 남부순환로323길 38-16 (서초동, 서초동한신아파트)",서초구,서초동
신반포4차아파트 놀이터,주택단지,"서울특별시 서초구 잠원로 37-48 (잠원동, 신반포4차아파트)",서초구,잠원동
잠원한신3지구(22차)아파트 놀이터,주택단지,"서울특별시 서초구 잠원로 86 (잠원동, 신반포아파트,신반포22차아파트)",서초구,잠원동
서초금호어울림 놀이시설,주택단지,서울특별시 서초구 명달로 10 (서초동),서초구,서초동
반포한신타워아파트,주택단지,"서울특별시 서초구 잠원로3길 8 (잠원동, 반포한신타워아파트)",서초구,잠원동
블루힐하우스 아파트 놀이터,주택단지,서울특별시 서초구 잠원로 85 (잠원동),서초구,잠원동
서초한신리빙타워 놀이시설,주택단지,서울특별시 서초구 효령로 237 (서초동),서초구,서초동
신반포궁전아파트,주택단지,"서울특별시 서초구 사평대로 142 (반포동, 신반포궁전아파트)",서초구,반포동
엠브이아파트,주택단지,서울특별시 서초구 고무래로10길 39 (반포동),서초구,반포동
라인아파트 놀이터,주택단지,서울특별시 서초구 서래로10길 26 (반포동),서초구,반포동
서초아이파크빌아파트 101동앞 놀이터,주택단지,서울특별시 서초구 반포대로5길 65 (서초동),서초구,서초동
서초1차이편한세상 놀이시설,주택단지,서울특별시 서초구 명달로6길 31 (서초동),서초구,서초동
서초벽산블루밍 놀이시설,주택단지,서울특별시 서초구 효령로74길 56 (서초동),서초구,서초동
롯데캐슬주피터 놀이시설(2),주택단지,"서울특별시 서초구 서운로6길 15-13 (서초동, 롯데캐슬주피터)",서초구,서초동
롯데캐슬주피터 놀이시설(1),주택단지,"서울특별시 서초구 서운로6길 15-13 (서초동, 롯데캐슬주피터)",서초구,서초동
동원베네스트 놀이시설(2),주택단지,"서울특별시 서초구 효령로74길 57 (서초동, 동원베네스트아파트)",서초구,서초동
동원베네스트 놀이시설(1),주택단지,"서울특별시 서초구 효령로74길 57 (서초동, 동원베네스트아파트)",서초구,서초동
우성5차아파트 놀이시설(2),주택단지,서울특별시 서초구 서초대로74길 30 (서초동),서초구,서초동
우성5차아파트 동편 놀이터,주택단지,서울특별시 서초구 서초대로74길 30 (서초동),서초구,서초동
반포에스케이뷰아파트 놀이터,주택단지,서울특별시 서초구 사평대로14길 12 (반포동),서초구,반포동
방배신삼호아파트 라동 놀이터(2),주택단지,"서울특별시 서초구 방배로 270 (방배동, 방배삼호아파트)",서초구,방배동
방배신삼호아파트 놀이터(1) - 가동 뒤,주택단지,"서울특별시 서초구 방배로 270 (방배동, 방배삼호아파트)",서초구,방배동
방배삼호아파트 놀이터(1),주택단지,서울특별시 서초구 방배로45길 2 (방배동),서초구,방배동
현대멤피스아파트 놀이터(2)103동뒤,주택단지,서울특별시 서초구 방배로 239 (방배동),서초구,방배동
현대멤피스아파트 놀이터(1)104동뒤,주택단지,서울특별시 서초구 방배로 239 (방배동),서초구,방배동
쌍용예가클래식아파트 놀이터,주택단지,서울특별시 서초구 방배로37길 26-9 (방배동),서초구,방배동
방배동부센트레빌아파트 놀이터,주택단지,서울특별시 서초구 방배로 278 (방배동),서초구,방배동
방배3차현대홈타운아파트 놀이터,주택단지,서울특별시 서초구 방배중앙로21길 55 (방배동),서초구,방배동
방배3차e편한세상아파트 놀이터,주택단지,서울특별시 서초구 동광로 89-5 (방배동),서초구,방배동
방배아이파크아파트 놀이터,주택단지,서울특별시 서초구 동광로3길 18 (방배동),서초구,방배동
방배한화아파트 놀이터,주택단지,서울특별시 서초구 효령로33길 66-31 (방배동),서초구,방배동
방배1차e편한세상아파트 놀이터1(102동과 103동 사이),주택단지,서울특별시 서초구 서초대로34길 34 (방배동),서초구,방배동
방배자이아파트 놀이터,주택단지,"서울특별시 서초구 방배로18길 67 (방배동, 방배자이아파트)",서초구,방배동
브라운스톤방배아파트 놀이터,주택단지,서울특별시 서초구 서초대로26길 19 (방배동),서초구,방배동
황실자이아파트 놀이터,주택단지,서울특별시 서초구 서초대로 156 (방배동),서초구,방배동
방배우성아파트 109동앞 놀이터,주택단지,"서울특별시 서초구 방배선행길 1 (방배동, 방배우성아파트)",서초구,방배동
방배우성아파트 104동앞 놀이터,주택단지,"서울특별시 서초구 방배선행길 1 (방배동, 방배우성아파트)",서초구,방배동
방배래미안아파트 108동,주택단지,서울특별시 서초구 방배선행길 2 (방배동),서초구,방배동
"임광1,2차아파트 놀이터",주택단지,"서울특별시 서초구 방배로 14 (방배동, 임광아파트)",서초구,방배동
방배삼익아파트 놀이터(2),주택단지,"서울특별시 서초구 효령로34길 79 (방배동, 삼익아파트)",서초구,방배동
방배삼익아파트 놀이터(1),주택단지,"서울특별시 서초구 효령로34길 79 (방배동, 삼익아파트)",서초구,방배동
방배현대멤피스2아파트,주택단지,"서울특별시 서초구 방배로 63 (방배동, 방배현대멤피스2)",서초구,방배동
신동아아파트 2동놀이터,주택단지,"서울특별시 서초구 사임당로 130 (서초동, 신동아아파트)",서초구,서초동
임광3차아파트 13동 놀이터,주택단지,서울특별시 서초구 방배로2길 24-5 (방배동),서초구,방배동
임광3차아파트 11동 놀이터,주택단지,서울특별시 서초구 방배로2길 24-5 (방배동),서초구,방배동
신동아아파트 5동놀이터,주택단지,"서울특별시 서초구 사임당로 130 (서초동, 신동아아파트)",서초구,서초동
대우효령아파트 놀이터(2),주택단지,"서울특별시 서초구 효령로 84 (방배동, 대우효령아파트)",서초구,방배동
대우효령아파트 놀이터(1),주택단지,"서울특별시 서초구 효령로 84 (방배동, 대우효령아파트)",서초구,방배동
삼호한숲아파트 놀이터(1),주택단지,서울특별시 서초구 방배로3길 10-3 (방배동),서초구,방배동
서초극동스타클래스2,주택단지,"서울특별시 서초구 효령로67길 35 (서초동, 서초극동스타클래스2)",서초구,서초동
방배신동아럭스빌아파트,주택단지,"서울특별시 서초구 방배로1길 9 (방배동, 방배신동아럭스빌)",서초구,방배동
서초자이 놀이시설,주택단지,서울특별시 서초구 효령로68길 81 (서초동),서초구,서초동
래미안서초7차 놀이시설(1),주택단지,서울특별시 서초구 사임당로17길 80 (서초동),서초구,서초동
롯데캐슬리버티,주택단지,"서울특별시 서초구 사임당로10길 39, 롯데캐슬리버티아파트 (서초동)",서초구,서초동
방배대우유로카운티아파트 놀이터,주택단지,서울특별시 서초구 방배로28길 90 (방배동),서초구,방배동
대성유니드 놀이시설,주택단지,서울특별시 서초구 서초대로64길 36 (서초동),서초구,서초동
롯데캐슬스파 놀이시설,주택단지,서울특별시 서초구 사임당로23길 12 (서초동),서초구,서초동
서초삼성래미안 놀이시설,주택단지,서울특별시 서초구 사임당로17길 116 (서초동),서초구,서초동
방배롯데캐슬포레스트아파트 놀이터,주택단지,서울특별시 서초구 방배로28길 63 (방배동),서초구,방배동
서초현대아파트 놀이시설,주택단지,"서울특별시 서초구 사임당로19길 6 (서초동, 서초현대아파트)",서초구,서초동
방배1차현대아파트 103동 뒤 어린이놀이터,주택단지,서울특별시 서초구 서초대로1길 30 (방배동),서초구,방배동
방배씨티아파트 놀이터,주택단지,"서울특별시 서초구 서초대로23길 74 (방배동, 방배씨티아파트)",서초구,방배동
방배2차e편한세상아파트 놀이터,주택단지,서울특별시 서초구 서초대로33길 22 (방배동),서초구,방배동
한진로즈힐아파트 놀이터(2),주택단지,서울특별시 서초구 서초대로1길 2 (방배동),서초구,방배동
한진로즈힐아파트 놀이터(1),주택단지,서울특별시 서초구 서초대로1길 2 (방배동),서초구,방배동
서초극동스타클래스1아파트 놀이시설,주택단지,서울특별시 서초구 서리풀4길 43 (서초동),서초구,서초동
아남아파트 놀이시설,주택단지,"서울특별시 서초구 사임당로23길 53 (서초동, 아남아파트)",서초구,서초동
서초동아이파크아파트 101동 102동 사이 놀이터,주택단지,"서울특별시 서초구 효령로68길 38 (서초동, 서초동 아이파크)",서초구,서초동
우면대림아파트 105동 앞 놀이터,주택단지,"서울특별시 서초구 바우뫼로7길 51 (우면동, 대림아파트)",서초구,우면동
우면대림아파트 103동 앞 놀이터,주택단지,"서울특별시 서초구 바우뫼로7길 51 (우면동, 대림아파트)",서초구,우면동
동우유치원,유치원,서울특별시 서초구 명달로22길 24 (서초동),서초구,서초동
양재천사유치원,유치원,서울특별시 서초구 바우뫼로 99 (양재동),서초구,양재동
여나유치원,유치원,서울특별시 서초구 서초중앙로 200 (서초동),서초구,서초동
반포자이유치원,유치원,"서울특별시 서초구 신반포로 270, 반포자이유치원 (반포동)",서초구,반포동
석문유치원,유치원,"서울특별시 서초구 서초대로64길 73, 서초성당 내 (서초동)",서초구,서초동
서울반원초등학교,학교,서울특별시 서초구 잠원로3길 40 (잠원동)서울반원초등학교,서초구,잠원동
서울방배초등학교,학교,서울특별시 서초구 방배중앙로13길 26 (방배동),서초구,방배동
서울반포초등학교,학교,서울특별시 서초구 신반포로 55-4 (반포동),서초구,반포동
서울서이초등학교,학교,"서울특별시 서초구 서운로 35, 서울서이초등학교 (서초동)",서초구,서초동
서울원명초등학교병설유치원,유치원,서울특별시 서초구 고무래로 90-6서울원명병설유치원,서초구,서초동
서울원명초등학교,학교,서울특별시 서초구 고무래로 90-6서울원명초등학교,서초구,서초동
서울신동초등학교,학교,서울특별시 서초구 나루터로 15 (잠원동),서초구,잠원동
서울서래초등학교,학교,"서울특별시 서초구 방배로 260(방배동, 서래초등학교)",서초구,방배동
서울서원초등학교,학교,서울특별시 서초구 고무래로 63 (반포동),서초구,반포동
서울서초초등학교,학교,서울특별시 서초구 서운로 178,서초구,서초동
서초구 늘푸른어린이공원,도시공원,서울 서초구 잠원동70-7,서초구,잠원동
송동어린이공원 놀이터,도시공원,서울 서초구 우면동 491,서초구,우면동
구룡어린이공원 놀이터,도시공원,서울특별시 서초구 논현로5길 29 (양재동),서초구,양재동
성형촌어린이공원 놀이터,도시공원,서울 서초구 우면동 211,서초구,우면동
동산어린이공원 놀이터,도시공원,서울특별시 서초구 동산로12길 8 (양재동),서초구,양재동
반포래미안퍼스티지 키즈룸 놀이터,주택단지,"서울특별시 서초구 반포대로 275 (반포동, 래미안퍼스티지아파트)",서초구,반포동
서초래미안아파트 어린이놀이터4(113동 뒤),주택단지,서울특별시 서초구 서초대로65길 13-10 (서초동),서초구,서초동
서초래미안아파트 어린이놀이터3(108동 뒤),주택단지,서울특별시 서초구 서초대로65길 13-10 (서초동),서초구,서초동
서초래미안아파트 어린이놀이터2(110동 앞),주택단지,서울특별시 서초구 서초대로65길 13-10 (서초동),서초구,서초동
서초래미안아파트 어린이놀이터1(관리사무소 뒤),주택단지,서울특별시 서초구 서초대로65길 13-10 (서초동),서초구,서초동
롯데캐슬84아파트 놀이터,주택단지,서울특별시 서초구 사임당로17길 90 (서초동),서초구,서초동
뒷벌어린이공원 놀이터,도시공원,서울 서초구 방배동 821-1,서초구,방배동
너른골공원 놀이터,도시공원,서울특별시 서초구 서초대로 114-8 (방배동),서초구,방배동
코아공원 놀이터,도시공원,서울 서초구 잠원동 72-4,서초구,잠원동
남태령공원 놀이터,도시공원,서울 서초구 방배동 2959-4,서초구,방배동
아름어린이공원 놀이터,도시공원,서울 서초구 잠원동 70-8,서초구,잠원동
잠원한신3지구(7차)아파트 놀이터,주택단지,"서울특별시 서초구 잠원로 88 (잠원동, 신반포아파트)",서초구,잠원동
파랑새어린이공원 놀이터1,도시공원,서울특별시 서초구 신반포로15길 28 (반포동),서초구,반포동
파랑새어린이공원 놀이터2,도시공원,서울 서초구 반포동,서초구,반포동
서울시인재개발원직장어린이집 놀이터,어린이집,서울 서초구 서초동 391,서초구,서초동
반포어린이집 놀이터,어린이집,서울특별시 서초구 사평대로20길 54 (반포동),서초구,반포동
잠원금호베스트빌아파트  놀이터,주택단지,서울특별시 서초구 나루터로 46 (잠원동),서초구,잠원동
반포한신서래아파트  놀이터,주택단지,"서울특별시 서초구 사평대로28길 31 (반포동, 한신서래아파트)",서초구,반포동
반포주공아파트 27동 옆,주택단지,"서울특별시 서초구 신반포로 45 (반포동, 반포아파트)",서초구,반포동
잠원2차중앙하이츠 비동 놀이터,주택단지,"서울특별시 서초구 잠원로3길 20 (잠원동, 잠원2차 중앙하이츠아파트)",서초구,잠원동
신반포16차아파트 어린이놀이시설,주택단지,서울특별시 서초구 잠원로 157 (잠원동),서초구,잠원동
서초한빛삼성아파트 101동 놀이터,주택단지,"서울특별시 서초구 서초대로40길 72 (서초동, 서초한빛삼성아파트)",서초구,서초동
삼성서초가든스위트 놀이터,주택단지,"서울특별시 서초구 서운로 122 (서초동, 삼성서초가든스위트)",서초구,서초동
방배동아크로타워 6층 놀이터,주택단지,"서울특별시 서초구 방배로13길 18 (방배동, 방배아크로타워)",서초구,방배동
서초대림2차이편한세상 203동 앞 놀이터,주택단지,"서울특별시 서초구 효령로49길 57 (서초동, 서초2차이편한세상)",서초구,서초동
서초대림2차이편한세상  201동 앞 놀이터,주택단지,"서울특별시 서초구 효령로49길 57 (서초동, 서초2차이편한세상)",서초구,서초동
반포현대동궁아파트 놀이터,주택단지,서울특별시 서초구 사평대로 154 (반포동),서초구,반포동
두산위브트레지움아파트 놀이터,주택단지,"서울특별시 서초구 서운로 194 (서초동, 두산위브트레지움아파트)",서초구,서초동
분토골 상상어린이공원 놀이터,도시공원,서울 서초구 서초동 1627-4,서초구,서초동
서초1삼성어린이집 놀이터-1,어린이집,"서울특별시 서초구 서초대로74길 11, 삼성화재빌딩 1층 (서초동)",서초구,서초동
롯데캐슬로제아파트 놀이터,주택단지,서울특별시 서초구 방배로26길 41 (방배동),서초구,방배동
서초구 고무래어린이공원,도시공원,서울 서초구 반포동30-5,서초구,반포동
신중상상어린이공원 놀이터,도시공원,서울 서초구 서초동 1484-14번지,서초구,서초동
사도감어린이공원 놀이터,도시공원,서울 서초구 서초2동 1359-12,서초구,서초동
반포래미안퍼스티지 109동 놀이터,주택단지,서울특별시 서초구 반포대로 275 (반포동),서초구,반포동
반포래미안퍼스티지 127동 놀이터,주택단지,서울특별시 서초구 반포대로 275 (반포동),서초구,반포동
반포래미안퍼스티지 108동 놀이터,주택단지,"서울특별시 서초구 반포대로 275 (반포동, 래미안퍼스티지아파트)",서초구,반포동
반포래미안퍼스티지 126동 놀이터,주택단지,"서울특별시 서초구 반포대로 275 (반포동, 래미안퍼스티지아파트)",서초구,반포동
반포래미안퍼스티지 121동 놀이터,주택단지,"서울특별시 서초구 반포대로 275 (반포동, 래미안퍼스티지아파트)",서초구,반포동
반포래미안퍼스티지 116동 놀이터,주택단지,"서울특별시 서초구 반포대로 275 (반포동, 래미안퍼스티지아파트)",서초구,반포동
반포래미안퍼스티지 바람의언덕 놀이터,주택단지,"서울특별시 서초구 반포대로 275 (반포동, 래미안퍼스티지아파트)",서초구,반포동
반포래미안퍼스티지 110동 놀이터,주택단지,"서울특별시 서초구 반포대로 275 (반포동, 래미안퍼스티지아파트)",서초구,반포동
반포래미안퍼스티지 102동 놀이터,주택단지,"서울특별시 서초구 반포대로 275 (반포동, 래미안퍼스티지아파트)",서초구,반포동
서초구 염곡어린이공원,도시공원,서울 서초구 염곡동 143-9,서초구,염곡동
반포미도1차아파트306동 앞 놀이터,주택단지,"서울특별시 서초구 서초중앙로29길 28 (반포동, 반포미도아파트)",서초구,반포동
반포미도1차아파트308동앞 놀이터,주택단지,"서울특별시 서초구 서초중앙로29길 28 (반포동, 반포미도아파트)",서초구,반포동
반포미도1차아파트301동앞 놀이터,주택단지,"서울특별시 서초구 서초중앙로29길 28 (반포동, 반포미도아파트)",서초구,반포동
물방울놀이터,도시공원,서울특별시 서초구 신반포로11길 40 (반포동),서초구,반포동
식유촌어린이공원,도시공원,서울 서초구 우면동 596-3,서초구,우면동
동덕어린이공원,도시공원,서울 서초구 방배동 962-29,서초구,방배동
삼풍아파트 어린이놀이터(3동),주택단지,"서울특별시 서초구 서초중앙로 200, 삼풍아파트 (서초동)",서초구,서초동
반포리체어린이놀이터1,주택단지,"서울특별시 서초구 고무래로 35, 반포리체아파트 (반포동)",서초구,반포동
종열어린이공원 놀이터,도시공원,서울 서초구 양재동 103-4,서초구,양재동
서래 상상어린이공원 놀이터,도시공원,서울 서초구 반포4동 71-6,서초구,반포동
방배신동아아파트 2동 놀이터,주택단지,서울특별시 서초구 효령로 164 (방배동),서초구,방배동
방배신동아아파트 3동 놀이터,주택단지,"서울특별시 서초구 효령로 164 (방배동, 신동아아파트)",서초구,방배동
방배신동아아파트 7동 놀이터,주택단지,서울특별시 서초구 효령로 164 (방배동),서초구,방배동
방배동 마을마당-1,도시공원,서울 서초구 방배동 530-85,서초구,방배동
마산말어린이공원,도시공원,서울 서초구 서초동 1343-8,서초구,서초동
청두어린이공원,도시공원,서울 서초구방배동 463-14,서초구,방배동
홍씨마을어린이공원,도시공원,서울 서초구 내곡동 156,서초구,신원동
암산어린이공원,도시공원,서울 서초구 우면동 46-12,서초구,우면동
효자어린이공원,도시공원,서울특별시 서초구 바우뫼로7길 84 (우면동),서초구,우면동
장안어린이공원,도시공원,서울 서초구 서초동 1556-5,서초구,서초동
잔디어린이공원,도시공원,서울특별시 서초구 매헌로6길 58 (양재동),서초구,양재동
서초구 용말어린이공원,도시공원,서울 서초구 양재동 218-3,서초구,양재동
아랫샘어린이공원,도시공원,서울 서초구 내곡동 1-2173,서초구,내곡동
세원어린이공원,도시공원,서울 서초구 신원동 506,서초구,신원동
새터어린이공원,도시공원,서울 서초구 잠원동 70-6,서초구,잠원동
계성초등학교 놀이시설,학교,"서울특별시 서초구 신반포로19길 23(반포동, 계성초등학교)",서초구,반포동
서초구 새쟁이어린이공원,도시공원,서울 서초구 신원동 9-2외 1,서초구,신원동
당골어린이공원,도시공원,서울특별시 서초구 효령로68길 49-3 (서초동),서초구,서초동
본마을어린이공원,도시공원,서울 서초구 신원동 445,서초구,신원동
서초구 버들어린이공원,도시공원,서울 서초구 양재동 298,서초구,양재동
방현어린이공원,도시공원,서울특별시 서초구 효령로14다길 21 (방배동),서초구,방배동
서초구 청계숲어린이공원,도시공원,서울 서초구 신원동 251 외14,서초구,신원동
두둑재어린이공원,도시공원,서울 서초구 양재동 357,서초구,양재동
서초구 개뜰어린이공원,도시공원,서울 서초구 양재동 260,서초구,양재동
게리어린이공원 놀이터,도시공원,서울 서초구 양재동 325,서초구,양재동
예술어린이공원,도시공원,서울특별시 서초구 남부순환로323길 44-15 (서초동),서초구,서초동
잠원한신로얄아파트 놀이터,주택단지,"서울특별시 서초구 신반포로33길 64 (잠원동, 잠원한신로얄아파트)",서초구,잠원동
신반포청구아파트 놀이터,주택단지,서울특별시 서초구 신반포로33길 66 (잠원동),서초구,잠원동
미주파스텔아파트놀이터,주택단지,"서울특별시 서초구 잠원로 166-4 (잠원동, 미주파스텔)",서초구,잠원동
잠원훼미리아파트 놀이터,주택단지,"서울특별시 서초구 잠원로 202-11 (잠원동, 한신잠원훼미리)",서초구,잠원동
서초3차현대301동아파트 놀이터2,주택단지,"서울특별시 서초구 사임당로23길 58, 현대서초3차아파트 (서초동)",서초구,서초동
서초3차현대301동아파트 놀이터1,주택단지,"서울특별시 서초구 사임당로23길 58, 현대서초3차아파트 (서초동)",서초구,서초동
래미안서초스위트 놀이터,주택단지,"서울특별시 서초구 서운로 221, 래미안서초스위트아파트 (서초동)",서초구,서초동
반포자이아파트 (103동 앞),주택단지,"서울특별시 서초구 신반포로 270, 반포자이아파트 (반포동)",서초구,반포동
반포자이아파트 (121동 앞),주택단지,"서울특별시 서초구 신반포로 270, 반포자이아파트 (반포동)",서초구,반포동
반포자이아파트 (144동 앞),주택단지,"서울특별시 서초구 신반포로 270, 반포자이아파트 (반포동)",서초구,반포동
반포자이아파트 (128동 옆),주택단지,"서울특별시 서초구 신반포로 270, 반포자이아파트 (반포동)",서초구,반포동
반포자이아파트(110동 앞),주택단지,"서울특별시 서초구 신반포로 270, 반포자이아파트 (반포동)",서초구,반포동
방배금강KCC아파트놀이터,주택단지,"서울특별시 서초구 서초대로18길 6 (방배동, 방배금강아파트)",서초구,방배동
방배1차현대아파트 106동 뒤 어린이놀이터,주택단지,서울특별시 서초구 서초대로1길 30 (방배동),서초구,방배동
우면한라아파트107동앞 놀이터,주택단지,"서울특별시 서초구 바우뫼로 33 (우면동, 한라아파트)",서초구,우면동
우면한라아파트 101동 앞,주택단지,"서울특별시 서초구 바우뫼로 33 (우면동, 한라아파트)",서초구,우면동
반포미도2차아파트(503동),주택단지,서울특별시 서초구 사평대로 240 (반포동),서초구,반포동
반포미도2차아파트(관리사무소앞),주택단지,서울특별시 서초구 사평대로 240 (반포동),서초구,반포동
반포주공아파트(108동),주택단지,서울특별시 서초구 신반포로 45 (반포동),서초구,반포동
서초ESA3차아파트 놀이터,주택단지,서울특별시 서초구 명달로 15 (방배동),서초구,방배동
반포자이아파트 (119동 앞),주택단지,"서울특별시 서초구 신반포로 270, 반포자이아파트 (반포동)",서초구,반포동
신구블레스밸리아파트 어린이놀이터,주택단지,서울특별시 서초구 효령로34길 92 (방배동),서초구,방배동
서초구 바우뫼어린이공원,도시공원,서울 서초구 우면동60,서초구,우면동
서울서일초등학교,학교,서울특별시 서초구 남부순환로339길 38 (서초동),서초구,서초동
서초구 윗샘어린이공원,도시공원,서울 서초구 내곡동 1-2128,서초구,내곡동
방배흥화브라운가 102동 앞 놀이터,주택단지,"서울특별시 서초구 방배로19길 67, 흥화브라운아파트 (방배동)",서초구,방배동
삼풍아파트 어린이놀이터(23동),주택단지,"서울특별시 서초구 서초중앙로 200, 삼풍아파트 (서초동)",서초구,서초동
삼풍아파트 어린이놀이터(11동),주택단지,"서울특별시 서초구 서초중앙로 200, 삼풍아파트 (서초동)",서초구,서초동
삼풍아파트 어린이놀이터(10동),주택단지,"서울특별시 서초구 서초중앙로 200, 삼풍아파트 (서초동)",서초구,서초동
삼풍아파트 어린이놀이터(9A동),주택단지,"서울특별시 서초구 서초중앙로 200, 삼풍아파트 (서초동)",서초구,서초동
새순유치원,유치원,서울특별시 서초구 서초대로15길 57 (방배동)새순유치원,서초구,방배동
서울방배초등학교병설유치원,유치원,서울특별시 서초구 방배중앙로13길 26 (방배동),서초구,방배동
반포리체어린이놀이터2,주택단지,"서울특별시 서초구 고무래로 35, 반포리체아파트 (반포동)",서초구,반포동
명주근린공원,도시공원,서울 서초구 잠원동 50-4,서초구,잠원동
서초 연꽃어린이집 놀이터,어린이집,서울특별시 서초구 사임당로19길 51 (서초동),서초구,서초동
서울양재초등학교,학교,서울특별시 서초구 바우뫼로18길 14 (양재동),서초구,양재동
방배서리풀e편한세상 어린이놀이터2,주택단지,서울특별시 서초구 효령로33길 50 (방배동),서초구,방배동
방배서리풀e편한세상 어린이놀이터1,주택단지,서울특별시 서초구 효령로33길 50 (방배동),서초구,방배동
서초구 주흥어린이공원,도시공원,서울 서초구 잠원동 33-6번지,서초구,잠원동
삼호침례교회,종교시설,서울 서초구 방배동 777-7 삼호침례교회,서초구,방배동
서초구 언구비어린이공원,도시공원,서울 서초구 반포1동 720,서초구,반포동
삼풍아파트 어린이놀이터(9B동),주택단지,"서울특별시 서초구 서초중앙로 200, 삼풍아파트 (서초동)",서초구,서초동
서울잠원초등학교,학교,"서울특별시 서초구 신반포로16길 15-25(반포동, 잠원초등학교)",서초구,반포동
서초구 청룡어린이공원,도시공원,서울 서초구 반포동 86-1,서초구,반포동
서울이수초등학교,학교,서울특별시 서초구 방배천로4길 23  (방배동)서울시 서초구 방배천로4길 23,서초구,방배동
서울방일초등학교,학교,서울특별시 서초구 방배로18길 52 (방배동),서초구,방배동
잠원지구 친환경테마어린이공원 놀이터,도시공원,서울특별시 서초구 잠원로 221-124 (잠원동),서초구,잠원동
서울신중초등학교,학교,"서울특별시 서초구 남부순환로317길 15(서초동, 서울신중초등학교)",서초구,서초동
서초교대e편한세상아파트 106동 놀이터,주택단지,"서울특별시 서초구 서초중앙로24길 33 (서초동, 서초교대이편한세상)",서초구,서초동
서초교대e편한세상아파트 103동 놀이터,주택단지,"서울특별시 서초구 서초중앙로24길 33  (서초동, 이편한세상아파트)",서초구,서초동
우면주공아파트 놀이터,주택단지,"서울특별시 서초구 바우뫼로7길 11 (우면동, 우면주공아파트)",서초구,우면동
서울우암초등학교,학교,서울특별시 서초구 바우뫼로7길 38 (우면동),서초구,우면동
