,,일인당근로소득
,,sum
시,구,
서울,강남구,70.99678544134505
서울,강동구,40.36471139593687
서울,강북구,29.1964437402766
서울,강서구,37.10608448541961
서울,관악구,31.502215909352937
서울,광진구,37.682113182588566
서울,구로구,34.670808178026654
서울,금천구,29.97453093974146
서울,노원구,37.59034539197582
서울,도봉구,31.88414556935311
서울,동대문구,34.79604127353756
서울,동작구,40.7242697209148
서울,마포구,46.60527397436227
서울,서대문구,41.02759849206678
서울,서초구,71.00066438482118
서울,성동구,46.0171087928465
서울,성북구,39.22612008004479
서울,송파구,50.422964810315364
서울,양천구,45.5970431886108
서울,영등포구,43.13036625593972
서울,용산구,62.572476430867475
서울,은평구,34.38335296170287
서울,종로구,48.56298650629009
서울,중구,46.09673452078032
서울,중랑구,30.25280550774527
